Document,Word,WordDifficultyScore,WordDifficulty
Academic Articles,lead,0.0,easy
Academic Articles,time,0.0,easy
Academic Articles,ideally,0.77,hard
Academic Articles,key,0.0,easy
Academic Articles,importance,0.32,easy
Academic Articles,however,0.0,easy
Academic Articles,significant,0.42,easy
Academic Articles,objective,0.44,easy
Academic Articles,understand,0.03,easy
Academic Articles,underlie,0.77,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,phenomenon,0.69,hard
Academic Articles,intrinsic,0.75,hard
Academic Articles,time,0.0,easy
Academic Articles,research,0.26,easy
Academic Articles,need,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,natural,0.02,easy
Academic Articles,space,0.0,easy
Academic Articles,environment,0.61,hard
Academic Articles,research,0.26,easy
Academic Articles,technology,0.55,hard
Academic Articles,risk,0.33,easy
Academic Articles,mitigation,0.78,hard
Academic Articles,intersection,0.69,hard
Academic Articles,applied,0.43,easy
Academic Articles,science,0.04,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,five,0.0,easy
Academic Articles,affecting,0.72,hard
Academic Articles,radio,0.22,easy
Academic Articles,radiation,0.47,easy
Academic Articles,technology,0.55,hard
Academic Articles,aboard,0.48,easy
Academic Articles,aircraft,0.59,hard
Academic Articles,ionospheric,0.8,hard
Academic Articles,satellite,0.65,hard
Academic Articles,communication,0.63,hard
Academic Articles,navigation,0.61,hard
Academic Articles,expansion,0.28,easy
Academic Articles,orbital,0.74,hard
Academic Articles,collision,0.72,hard
Academic Articles,induced,0.71,hard
Academic Articles,ground,0.01,easy
Academic Articles,reaching,0.6,hard
Academic Articles,system,0.0,easy
Academic Articles,behavior,0.3,easy
Academic Articles,approach,0.08,easy
Academic Articles,concurrent,0.77,hard
Academic Articles,combined,0.55,hard
Academic Articles,advanced,0.32,easy
Academic Articles,data,0.13,easy
Academic Articles,science,0.04,easy
Academic Articles,data,0.13,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,modeling,0.73,hard
Academic Articles,understand,0.03,easy
Academic Articles,mass,0.1,easy
Academic Articles,key,0.0,easy
Academic Articles,time,0.0,easy
Academic Articles,travel,0.27,easy
Academic Articles,toward,0.01,easy
Academic Articles,impact,0.24,easy
Academic Articles,earth,0.0,easy
Academic Articles,however,0.0,easy
Academic Articles,current,0.01,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,past,0.0,easy
Academic Articles,current,0.01,easy
Academic Articles,space,0.0,easy
Academic Articles,combined,0.55,hard
Academic Articles,system,0.0,easy
Academic Articles,observatory,0.82,hard
Academic Articles,system,0.0,easy
Academic Articles,strategically,0.8,hard
Academic Articles,new,0.0,easy
Academic Articles,individual,0.05,easy
Academic Articles,science,0.04,easy
Academic Articles,science,0.04,easy
Academic Articles,basis,0.11,easy
Academic Articles,furthermore,0.76,hard
Academic Articles,suffer,0.32,easy
Academic Articles,since,0.0,easy
Academic Articles,science,0.04,easy
Academic Articles,simultaneously,0.75,hard
Academic Articles,operational,0.71,hard
Academic Articles,greatly,0.48,easy
Academic Articles,benefit,0.41,easy
Academic Articles,international,0.26,easy
Academic Articles,collaboration,0.78,hard
Academic Articles,necessary,0.01,easy
Academic Articles,understanding,0.27,easy
Academic Articles,take,0.0,easy
Academic Articles,place,0.0,easy
Academic Articles,vast,0.45,easy
Academic Articles,different,0.0,easy
Academic Articles,scale,0.05,easy
Academic Articles,technological,0.77,hard
Academic Articles,enable,0.53,easy
Academic Articles,entire,0.01,easy
Academic Articles,system,0.0,easy
Academic Articles,however,0.0,easy
Academic Articles,require,0.3,easy
Academic Articles,substantial,0.42,easy
Academic Articles,observing,0.75,hard
Academic Articles,robust,0.68,hard
Academic Articles,data,0.13,easy
Academic Articles,interpretive,0.81,hard
Academic Articles,important,0.0,easy
Academic Articles,understanding,0.27,easy
Academic Articles,extend,0.28,easy
Academic Articles,solar,0.73,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,terrestrial,0.73,hard
Academic Articles,perspective,0.62,hard
Academic Articles,living,0.0,easy
Academic Articles,solar,0.73,hard
Academic Articles,physic,0.74,hard
Academic Articles,note,0.01,easy
Academic Articles,small,0.0,easy
Academic Articles,scale,0.05,easy
Academic Articles,ionospheric,0.8,hard
Academic Articles,scale,0.05,easy
Academic Articles,ranging,0.65,hard
Academic Articles,earth,0.0,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,inner,0.43,easy
Academic Articles,space,0.0,easy
Academic Articles,environment,0.61,hard
Academic Articles,geophysical,0.81,hard
Academic Articles,private,0.01,easy
Academic Articles,sector,0.55,hard
Academic Articles,long,0.0,easy
Academic Articles,technological,0.77,hard
Academic Articles,asset,0.71,hard
Academic Articles,extreme,0.35,easy
Academic Articles,rare,0.36,easy
Academic Articles,neither,0.11,easy
Academic Articles,well,0.0,easy
Academic Articles,understood,0.53,easy
Academic Articles,well,0.0,easy
Academic Articles,currently,0.54,easy
Academic Articles,available,0.03,easy
Academic Articles,data,0.13,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,pose,0.53,easy
Academic Articles,machine,0.06,easy
Academic Articles,learning,0.24,easy
Academic Articles,high,0.0,easy
Academic Articles,activity,0.36,easy
Academic Articles,continuous,0.68,hard
Academic Articles,rare,0.36,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,however,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,upper,0.41,easy
Academic Articles,atmosphere,0.28,easy
Academic Articles,ground,0.01,easy
Academic Articles,technological,0.77,hard
Academic Articles,following,0.03,easy
Academic Articles,detailed,0.58,hard
Academic Articles,research,0.26,easy
Academic Articles,need,0.0,easy
Academic Articles,entire,0.01,easy
Academic Articles,system,0.0,easy
Academic Articles,gap,0.57,hard
Academic Articles,analysis,0.41,easy
Academic Articles,report,0.06,easy
Academic Articles,top,0.0,easy
Academic Articles,observational,0.82,hard
Academic Articles,solar,0.73,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,line,0.0,easy
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,near,0.01,easy
Academic Articles,earth,0.0,easy
Academic Articles,plasma,0.7,hard
Academic Articles,sheet,0.3,easy
Academic Articles,electron,0.71,hard
Academic Articles,ion,0.73,hard
Academic Articles,orbit,0.63,hard
Academic Articles,medium,0.23,easy
Academic Articles,earth,0.0,easy
Academic Articles,orbit,0.63,hard
Academic Articles,ring,0.08,easy
Academic Articles,current,0.01,easy
Academic Articles,radiation,0.47,easy
Academic Articles,belt,0.44,easy
Academic Articles,electron,0.71,hard
Academic Articles,acceleration,0.77,hard
Academic Articles,pro,0.6,hard
Academic Articles,ionospheric,0.8,hard
Academic Articles,key,0.0,easy
Academic Articles,energetic,0.72,hard
Academic Articles,particle,0.71,hard
Academic Articles,cusp,0.7,hard
Academic Articles,auroral,0.77,hard
Academic Articles,region,0.45,easy
Academic Articles,precipitation,0.76,hard
Academic Articles,understanding,0.27,easy
Academic Articles,global,0.65,hard
Academic Articles,significant,0.42,easy
Academic Articles,physical,0.07,easy
Academic Articles,versus,0.69,hard
Academic Articles,high,0.0,easy
Academic Articles,versus,0.69,hard
Academic Articles,low,0.0,easy
Academic Articles,speed,0.15,easy
Academic Articles,collisional,0.82,hard
Academic Articles,versus,0.69,hard
Academic Articles,spatial,0.74,hard
Academic Articles,versus,0.69,hard
Academic Articles,kinetic,0.73,hard
Academic Articles,weather,0.14,easy
Academic Articles,well,0.0,easy
Academic Articles,true,0.0,easy
Academic Articles,ionosphere,0.76,hard
Academic Articles,solar,0.73,hard
Academic Articles,wind,0.05,easy
Academic Articles,even,0.0,easy
Academic Articles,stratosphere,0.76,hard
Academic Articles,forcing,0.71,hard
Academic Articles,important,0.0,easy
Academic Articles,often,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,forecasting,0.77,hard
Academic Articles,extra,0.21,easy
Academic Articles,data,0.13,easy
Academic Articles,capacity,0.32,easy
Academic Articles,additional,0.42,easy
Academic Articles,generally,0.24,easy
Academic Articles,concerned,0.25,easy
Academic Articles,observing,0.75,hard
Academic Articles,system,0.0,easy
Academic Articles,simulation,0.76,hard
Academic Articles,ing,0.71,hard
Academic Articles,additional,0.42,easy
Academic Articles,model,0.15,easy
Academic Articles,missing,0.05,easy
Academic Articles,physic,0.74,hard
Academic Articles,error,0.0,easy
Academic Articles,reaching,0.6,hard
Academic Articles,example,0.0,easy
Academic Articles,collaboration,0.78,hard
Academic Articles,plasma,0.7,hard
Academic Articles,physic,0.74,hard
Academic Articles,data,0.13,easy
Academic Articles,earth,0.0,easy
Academic Articles,gaining,0.72,hard
Academic Articles,new,0.0,easy
Academic Articles,numerical,0.75,hard
Academic Articles,weather,0.14,easy
Academic Articles,science,0.04,easy
Academic Articles,modeling,0.73,hard
Academic Articles,validation,0.79,hard
Academic Articles,current,0.01,easy
Academic Articles,operational,0.71,hard
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,include,0.12,easy
Academic Articles,large,0.0,easy
Academic Articles,treat,0.32,easy
Academic Articles,system,0.0,easy
Academic Articles,upper,0.41,easy
Academic Articles,atmosphere,0.28,easy
Academic Articles,ground,0.01,easy
Academic Articles,terrestrial,0.73,hard
Academic Articles,weather,0.14,easy
Academic Articles,community,0.1,easy
Academic Articles,indicate,0.49,easy
Academic Articles,increase,0.01,easy
Academic Articles,model,0.15,easy
Academic Articles,resolution,0.32,easy
Academic Articles,computational,0.83,hard
Academic Articles,power,0.0,easy
Academic Articles,improve,0.45,easy
Academic Articles,scientific,0.57,hard
Academic Articles,understanding,0.27,easy
Academic Articles,use,0.0,easy
Academic Articles,advanced,0.32,easy
Academic Articles,data,0.13,easy
Academic Articles,assimilation,0.75,hard
Academic Articles,new,0.0,easy
Academic Articles,analysis,0.41,easy
Academic Articles,future,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,research,0.26,easy
Academic Articles,infrastructure,0.79,hard
Academic Articles,national,0.02,easy
Academic Articles,reserved,0.55,hard
Academic Articles,summary,0.7,hard
Academic Articles,data,0.13,easy
Academic Articles,need,0.0,easy
Academic Articles,still,0.0,easy
Academic Articles,pressing,0.55,hard
Academic Articles,large,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,already,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,often,0.0,easy
Academic Articles,well,0.0,easy
Academic Articles,need,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,either,0.0,easy
Academic Articles,need,0.0,easy
Academic Articles,right,0.0,easy
Academic Articles,cadence,0.73,hard
Academic Articles,since,0.0,easy
Academic Articles,even,0.0,easy
Academic Articles,large,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,contain,0.43,easy
Academic Articles,new,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,analysis,0.41,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,community,0.1,easy
Academic Articles,yet,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,standardized,0.77,hard
Academic Articles,data,0.13,easy
Academic Articles,machine,0.06,easy
Academic Articles,learning,0.24,easy
Academic Articles,acquire,0.46,easy
Academic Articles,simultaneous,0.81,hard
Academic Articles,data,0.13,easy
Academic Articles,private,0.01,easy
Academic Articles,operating,0.46,easy
Academic Articles,commercial,0.39,easy
Academic Articles,solution,0.5,easy
Academic Articles,data,0.13,easy
Academic Articles,sparsity,0.79,hard
Academic Articles,assuming,0.73,hard
Academic Articles,data,0.13,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,increasingly,0.64,hard
Academic Articles,modeling,0.73,hard
Academic Articles,data,0.13,easy
Academic Articles,learning,0.24,easy
Academic Articles,computer,0.16,easy
Academic Articles,science,0.04,easy
Academic Articles,earth,0.0,easy
Academic Articles,space,0.0,easy
Academic Articles,technology,0.55,hard
Academic Articles,data,0.13,easy
Academic Articles,weather,0.14,easy
Academic Articles,prediction,0.75,hard
Academic Articles,data,0.13,easy
Academic Articles,specific,0.22,easy
Academic Articles,cross,0.12,easy
Academic Articles,disciplinary,0.76,hard
Academic Articles,learning,0.24,easy
Academic Articles,discipline,0.58,hard
Academic Articles,methodology,0.79,hard
Academic Articles,furthermore,0.76,hard
Academic Articles,large,0.0,easy
Academic Articles,system,0.0,easy
Academic Articles,size,0.0,easy
Academic Articles,ensemble,0.61,hard
Academic Articles,data,0.13,easy
Academic Articles,assimilation,0.75,hard
Academic Articles,machine,0.06,easy
Academic Articles,learning,0.24,easy
Academic Articles,often,0.0,easy
Academic Articles,need,0.0,easy
Academic Articles,data,0.13,easy
Academic Articles,storage,0.54,easy
Academic Articles,push,0.09,easy
Academic Articles,current,0.01,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,must,0.0,easy
Academic Articles,address,0.01,easy
Academic Articles,following,0.03,easy
Academic Articles,modeling,0.73,hard
Academic Articles,validation,0.79,hard
Academic Articles,ensemble,0.61,hard
Academic Articles,modeling,0.73,hard
Academic Articles,data,0.13,easy
Academic Articles,assimilation,0.75,hard
Academic Articles,machine,0.06,easy
Academic Articles,learning,0.24,easy
Academic Articles,improve,0.45,easy
Academic Articles,space,0.0,easy
Academic Articles,weather,0.14,easy
Academic Articles,however,0.0,easy
Academic Articles,application,0.16,easy
Academic Articles,ensemble,0.61,hard
Academic Articles,data,0.13,easy
Academic Articles,storage,0.54,easy
Academic Articles,data,0.13,easy
Academic Articles,assimilation,0.75,hard
Academic Articles,require,0.3,easy
Academic Articles,sparse,0.72,hard
Academic Articles,space,0.0,easy
Academic Articles,physic,0.74,hard
Academic Articles,data,0.13,easy
Academic Articles,machine,0.06,easy
Academic Articles,limited,0.19,easy
Academic Articles,quality,0.02,easy
Academic Articles,data,0.13,easy
Academic Articles,quantity,0.67,hard
Academic Articles,particularly,0.09,easy
Academic Articles,concerning,0.59,hard
Academic Articles,extreme,0.35,easy
