year,month,day,0000,0300,0600,0900,1200,1500,1800,2100,Date_Number
1995,05,31,4,4,5,4,4,4,3,3,19950531
1995,06,01,5,4,5,3,4,4,3,3,19950601
1995,06,02,3,4,4,4,3,3,3,3,19950602
1995,06,03,4,4,4,4,3,3,3,3,19950603
1995,06,04,3,2,3,3,2,2,3,2,19950604
1995,06,05,2,2,2,1,1,2,2,3,19950605
1995,06,06,2,2,2,2,2,2,2,2,19950606
1995,06,07,2,2,2,2,1,1,2,3,19950607
1995,06,08,2,2,1,1,1,2,3,2,19950608
1995,06,09,2,1,1,2,2,2,2,2,19950609
1995,06,10,3,4,3,2,2,2,2,2,19950610
1995,06,11,3,3,3,1,1,1,1,1,19950611
1995,06,12,1,1,1,1,1,1,1,1,19950612
1995,06,13,1,0,1,0,1,1,2,1,19950613
1995,06,14,1,0,0,2,1,2,2,2,19950614
1995,06,15,2,1,2,2,2,2,2,2,19950615
1995,06,16,3,3,1,3,2,2,3,3,19950616
1995,06,17,2,2,1,2,1,2,2,2,19950617
1995,06,18,1,3,5,4,3,2,2,2,19950618
1995,06,19,3,4,5,4,4,3,3,3,19950619
1995,06,20,3,5,5,4,3,4,3,2,19950620
1995,06,21,3,4,4,2,3,3,2,2,19950621
1995,06,22,3,2,3,2,2,2,1,2,19950622
1995,06,23,2,3,4,2,2,2,2,2,19950623
1995,06,24,2,2,2,2,2,1,1,1,19950624
1995,06,25,1,1,2,2,3,3,4,3,19950625
1995,06,26,4,*,4,3,2,3,3,3,19950626
1995,06,27,2,2,3,1,1,3,3,2,19950627
1995,06,28,2,3,2,2,3,3,2,3,19950628
1995,06,29,2,1,1,1,2,2,3,3,19950629
1995,06,30,3,2,2,3,3,3,3,4,19950630
1995,07,01,5,3,3,2,2,2,2,2,19950701
1995,07,02,3,1,1,1,2,2,3,3,19950702
1995,07,03,2,2,2,3,2,2,2,4,19950703
1995,07,04,3,3,2,1,2,3,2,1,19950704
1995,07,05,2,1,1,1,1,2,2,1,19950705
1995,07,06,1,*,*,*,1,2,2,3,19950706
1995,07,07,2,3,1,1,*,*,*,1,19950707
1995,07,08,1,1,2,2,2,2,2,1,19950708
1995,07,09,1,1,0,2,3,2,2,1,19950709
1995,07,10,1,0,0,0,1,2,2,1,19950710
1995,07,11,0,0,0,0,0,2,2,1,19950711
1995,07,12,1,0,0,0,1,2,2,2,19950712
1995,07,13,2,2,2,1,1,2,3,1,19950713
1995,07,14,1,0,1,2,1,3,3,2,19950714
1995,07,15,2,1,1,2,2,2,2,2,19950715
1995,07,16,1,0,2,2,5,5,3,5,19950716
1995,07,17,5,5,4,3,5,4,3,3,19950717
1995,07,18,3,2,2,3,4,2,3,2,19950718
1995,07,19,2,3,3,3,2,2,3,3,19950719
1995,07,20,3,2,2,3,2,2,2,2,19950720
1995,07,21,2,2,2,2,2,2,2,1,19950721
1995,07,22,1,2,2,2,3,2,2,2,19950722
1995,07,23,2,1,1,1,2,2,2,2,19950723
1995,07,24,3,3,6,4,3,2,4,4,19950724
1995,07,25,4,3,2,2,2,2,2,2,19950725
1995,07,26,2,3,2,2,2,2,2,2,19950726
1995,07,27,1,2,1,1,2,1,1,2,19950727
1995,07,28,2,1,1,1,1,2,2,3,19950728
1995,07,29,3,2,0,0,1,2,1,2,19950729
1995,07,30,2,1,0,2,1,2,2,2,19950730
1995,07,31,2,3,2,0,1,1,2,3,19950731
1995,08,01,2,1,1,3,1,2,1,1,19950801
1995,08,02,1,1,1,1,1,2,2,1,19950802
1995,08,03,2,2,3,3,2,2,1,2,19950803
1995,08,04,1,2,2,0,1,2,2,3,19950804
1995,08,05,1,1,1,2,2,2,2,3,19950805
1995,08,06,1,1,2,1,1,1,2,2,19950806
1995,08,07,0,1,1,2,3,2,3,3,19950807
1995,08,08,4,4,3,2,2,2,3,3,19950808
1995,08,09,4,4,3,3,3,3,3,3,19950809
1995,08,10,4,4,4,4,2,2,2,3,19950810
1995,08,11,2,2,3,2,3,2,2,2,19950811
1995,08,12,3,2,1,3,3,2,2,3,19950812
1995,08,13,3,4,3,2,2,2,2,3,19950813
1995,08,14,4,3,5,5,2,2,2,3,19950814
1995,08,15,4,4,3,3,3,2,2,3,19950815
1995,08,16,3,4,4,3,2,2,1,2,19950816
1995,08,17,2,2,2,4,3,3,2,2,19950817
1995,08,18,2,1,2,1,2,2,2,2,19950818
1995,08,19,2,1,4,2,1,2,2,3,19950819
1995,08,20,2,2,2,1,2,2,1,2,19950820
1995,08,21,1,1,1,2,1,2,2,1,19950821
1995,08,22,1,0,1,0,2,2,2,4,19950822
1995,08,23,4,4,4,4,1,1,2,2,19950823
1995,08,24,2,1,1,1,2,2,2,3,19950824
1995,08,25,4,4,4,5,2,2,3,3,19950825
1995,08,26,2,3,3,2,2,2,1,2,19950826
1995,08,27,2,2,1,2,1,2,2,3,19950827
1995,08,28,1,1,1,2,2,2,2,1,19950828
1995,08,29,3,3,4,4,2,2,3,2,19950829
1995,08,30,1,3,3,1,2,1,2,1,19950830
1995,08,31,1,0,1,1,2,2,3,2,19950831
1995,09,01,2,0,1,1,1,1,3,1,19950901
1995,09,02,1,1,0,1,1,2,3,1,19950902
1995,09,03,2,1,1,0,0,1,1,0,19950903
1995,09,04,1,1,2,1,1,2,1,2,19950904
1995,09,05,2,3,4,5,6,4,5,5,19950905
1995,09,06,6,3,4,5,3,3,2,3,19950906
1995,09,07,4,4,4,5,3,3,3,2,19950907
1995,09,08,3,5,6,6,4,4,3,2,19950908
1995,09,09,3,5,4,3,3,2,1,2,19950909
1995,09,10,2,1,3,3,2,2,3,3,19950910
1995,09,11,5,5,5,5,3,3,3,3,19950911
1995,09,12,3,4,2,3,2,2,3,4,19950912
1995,09,13,3,4,4,5,3,2,2,3,19950913
1995,09,14,3,3,3,2,2,2,2,3,19950914
1995,09,15,3,5,5,5,6,3,2,2,19950915
1995,09,16,2,2,4,3,2,2,2,2,19950916
1995,09,17,3,2,1,2,2,1,2,1,19950917
1995,09,18,1,1,1,1,1,1,2,2,19950918
1995,09,19,1,1,1,1,1,1,1,1,19950919
1995,09,20,2,2,3,2,2,2,1,3,19950920
1995,09,21,2,1,1,1,2,3,2,2,19950921
1995,09,22,1,0,0,1,2,2,2,2,19950922
1995,09,23,4,3,0,2,4,3,3,2,19950923
1995,09,24,2,3,3,3,1,2,2,1,19950924
1995,09,25,2,3,3,1,2,2,1,1,19950925
1995,09,26,1,2,2,3,1,1,2,1,19950926
1995,09,27,2,3,3,4,4,5,5,5,19950927
1995,09,28,3,3,5,6,3,2,3,1,19950928
1995,09,29,1,1,2,2,2,1,1,0,19950929
1995,09,30,0,1,2,2,2,1,1,2,19950930
1995,10,01,1,0,1,1,1,1,1,2,19951001
1995,10,02,3,0,3,3,4,2,2,3,19951002
1995,10,03,4,3,3,4,4,4,3,3,19951003
1995,10,04,3,4,4,7,6,5,3,4,19951004
1995,10,05,4,4,4,5,5,2,2,4,19951005
1995,10,06,2,4,4,5,3,3,2,4,19951006
1995,10,07,4,5,6,5,4,2,2,2,19951007
1995,10,08,3,3,3,5,5,3,4,2,19951008
1995,10,09,1,3,5,6,3,4,3,3,19951009
1995,10,10,3,4,4,2,3,2,2,1,19951010
1995,10,11,2,4,4,2,3,3,2,2,19951011
1995,10,12,3,5,5,5,4,3,2,3,19951012
1995,10,13,4,3,3,3,2,2,2,2,19951013
1995,10,14,2,2,2,2,2,2,2,2,19951014
1995,10,15,2,1,1,1,2,2,1,2,19951015
1995,10,16,1,2,1,2,2,2,2,2,19951016
1995,10,17,2,3,4,2,2,2,2,1,19951017
1995,10,18,2,2,1,3,3,3,4,6,19951018
1995,10,19,6,6,6,4,2,2,3,3,19951019
1995,10,20,2,6,4,6,4,4,3,2,19951020
1995,10,21,2,2,3,3,3,3,2,2,19951021
1995,10,22,2,3,3,2,2,2,3,2,19951022
1995,10,23,3,5,3,4,3,3,3,3,19951023
1995,10,24,3,2,2,2,3,3,2,1,19951024
1995,10,25,2,3,2,1,1,2,1,1,19951025
1995,10,26,1,1,1,2,2,1,2,2,19951026
1995,10,27,2,1,1,1,2,3,2,1,19951027
1995,10,28,1,1,1,1,1,1,1,1,19951028
1995,10,29,1,2,3,1,2,0,1,1,19951029
1995,10,30,1,0,1,2,4,4,2,3,19951030
1995,10,31,4,3,3,2,2,3,3,3,19951031
1995,11,01,4,4,5,3,4,2,*,*,19951101
1995,11,02,*,*,*,*,*,*,*,*,19951102
1995,11,03,*,1,3,3,0,1,1,0,19951103
1995,11,04,0,2,2,3,3,*,2,1,19951104
1995,11,05,1,1,1,2,3,3,2,3,19951105
1995,11,06,4,3,5,2,5,2,2,2,19951106
1995,11,07,2,3,3,3,2,2,1,2,19951107
1995,11,08,1,2,2,2,2,2,3,2,19951108
1995,11,09,1,2,1,1,1,1,1,2,19951109
1995,11,10,2,2,1,1,1,1,1,1,19951110
1995,11,11,1,2,1,2,1,1,1,3,19951111
1995,11,12,2,3,3,2,2,2,3,1,19951112
1995,11,13,1,1,2,0,1,2,1,1,19951113
1995,11,14,1,1,0,1,1,1,1,1,19951114
1995,11,15,1,2,0,0,0,1,0,0,19951115
1995,11,16,0,*,0,1,1,1,1,3,19951116
1995,11,17,3,2,1,1,1,1,1,1,19951117
1995,11,18,0,1,2,1,0,1,1,1,19951118
1995,11,19,2,4,3,1,1,1,1,2,19951119
1995,11,20,1,1,3,2,1,0,1,0,19951120
1995,11,21,0,1,1,0,0,1,0,0,19951121
1995,11,22,0,1,0,1,1,3,1,1,19951122
1995,11,23,1,0,1,2,0,1,1,1,19951123
1995,11,24,0,0,0,0,0,1,1,0,19951124
1995,11,25,1,0,0,0,0,0,1,0,19951125
1995,11,26,1,1,0,0,0,0,0,0,19951126
1995,11,27,1,0,3,6,3,3,3,2,19951127
1995,11,28,1,3,2,3,1,2,2,2,19951128
1995,11,29,3,2,5,3,2,2,2,2,19951129
1995,11,30,2,4,3,3,1,1,1,0,19951130
1995,12,01,1,2,2,2,4,3,3,3,19951201
1995,12,02,3,2,3,3,3,3,2,1,19951202
1995,12,03,1,1,2,2,2,2,3,2,19951203
1995,12,04,4,5,3,4,2,1,1,1,19951204
1995,12,05,2,1,1,1,1,1,1,1,19951205
1995,12,06,1,1,1,1,1,1,1,1,19951206
1995,12,07,1,1,0,0,2,1,1,1,19951207
1995,12,08,0,1,0,1,0,1,1,0,19951208
1995,12,09,2,4,2,3,2,1,0,1,19951209
1995,12,10,2,3,1,0,1,0,0,0,19951210
1995,12,11,1,1,0,1,1,*,0,1,19951211
1995,12,12,1,1,0,0,1,2,3,1,19951212
1995,12,13,1,0,0,0,0,0,1,0,19951213
1995,12,14,1,1,0,0,1,1,1,0,19951214
1995,12,15,0,1,2,3,4,3,3,5,19951215
1995,12,16,3,5,5,3,4,2,1,1,19951216
1995,12,17,2,1,3,3,2,3,2,1,19951217
1995,12,18,1,1,1,2,2,0,0,0,19951218
1995,12,19,2,1,3,1,2,2,1,1,19951219
1995,12,20,0,1,1,1,2,1,1,0,19951220
1995,12,21,0,0,1,1,1,2,2,2,19951221
1995,12,22,3,3,3,4,3,2,4,3,19951222
1995,12,23,3,2,1,2,2,2,2,1,19951223
1995,12,24,1,2,5,5,5,4,2,2,19951224
1995,12,25,3,3,2,2,3,3,3,2,19951225
1995,12,26,2,3,4,2,2,2,3,2,19951226
1995,12,27,3,2,2,1,2,2,2,1,19951227
1995,12,28,1,1,2,1,1,1,1,1,19951228
1995,12,29,1,1,1,1,1,1,1,1,19951229
1995,12,30,1,0,0,0,1,1,1,1,19951230
1995,12,31,1,2,4,1,2,2,1,1,19951231
1996,01,01,0,0,1,1,1,2,2,1,19960101
1996,01,02,1,0,0,0,1,2,2,3,19960102
1996,01,03,3,0,1,2,3,1,2,2,19960103
1996,01,04,1,0,0,2,2,1,1,1,19960104
1996,01,05,2,1,2,1,2,2,2,2,19960105
1996,01,06,2,2,1,0,1,1,1,1,19960106
1996,01,07,0,1,1,0,1,0,1,2,19960107
1996,01,08,0,1,0,0,1,1,0,2,19960108
1996,01,09,0,0,0,0,1,0,1,1,19960109
1996,01,10,1,0,0,0,0,0,1,1,19960110
1996,01,11,0,0,1,1,0,0,1,2,19960111
1996,01,12,1,0,0,2,1,1,1,3,19960112
1996,01,13,3,5,5,6,5,5,2,1,19960113
1996,01,14,2,2,3,6,4,3,3,4,19960114
1996,01,15,4,3,2,3,3,2,2,3,19960115
1996,01,16,3,0,2,2,2,2,1,2,19960116
1996,01,17,2,2,2,2,2,2,3,2,19960117
1996,01,18,1,3,2,2,2,3,2,1,19960118
1996,01,19,1,1,3,2,1,2,2,3,19960119
1996,01,20,2,2,5,3,2,3,1,2,19960120
1996,01,21,1,1,3,2,1,1,2,1,19960121
1996,01,22,1,0,1,1,2,2,2,1,19960122
1996,01,23,2,0,1,2,2,2,1,1,19960123
1996,01,24,1,0,1,0,1,2,2,2,19960124
1996,01,25,1,1,1,1,0,1,1,2,19960125
1996,01,26,3,2,2,1,*,*,2,1,19960126
1996,01,27,2,1,1,2,2,2,1,2,19960127
1996,01,28,2,1,2,0,0,2,2,3,19960128
1996,01,29,3,2,5,4,2,3,3,2,19960129
1996,01,30,3,3,1,1,1,2,2,3,19960130
1996,01,31,3,1,2,1,2,1,1,*,19960131
1996,02,01,3,1,2,1,2,2,1,1,19960201
1996,02,02,2,1,1,3,2,3,2,1,19960202
1996,02,03,2,1,1,1,1,2,1,1,19960203
1996,02,04,2,2,1,1,1,2,1,2,19960204
1996,02,05,2,3,0,0,1,1,1,0,19960205
1996,02,06,1,1,0,0,0,1,2,1,19960206
1996,02,07,2,1,1,1,2,2,2,3,19960207
1996,02,08,1,1,0,1,1,2,1,2,19960208
1996,02,09,2,1,1,2,1,1,1,2,19960209
1996,02,10,1,2,2,0,2,2,3,3,19960210
1996,02,11,4,5,3,4,2,2,2,2,19960211
1996,02,12,2,3,3,3,3,2,2,3,19960212
1996,02,13,3,2,5,2,3,2,3,2,19960213
1996,02,14,4,3,3,3,3,3,2,1,19960214
1996,02,15,3,3,2,2,2,1,3,1,19960215
1996,02,16,2,2,2,2,2,3,2,3,19960216
1996,02,17,3,3,2,2,1,1,2,2,19960217
1996,02,18,2,1,2,2,2,2,3,3,19960218
1996,02,19,2,3,3,2,1,0,1,2,19960219
1996,02,20,2,2,2,1,2,2,1,2,19960220
1996,02,21,1,2,2,1,1,1,2,2,19960221
1996,02,22,2,3,3,1,0,1,1,1,19960222
1996,02,23,3,3,3,3,4,3,3,6,19960223
1996,02,24,3,5,4,3,2,2,3,3,19960224
1996,02,25,3,2,4,2,3,3,3,3,19960225
1996,02,26,3,2,3,3,3,2,2,3,19960226
1996,02,27,2,3,3,2,2,3,3,3,19960227
1996,02,28,2,3,2,2,1,2,2,1,19960228
1996,02,29,1,2,1,2,3,2,2,2,19960229
1996,03,01,1,2,1,3,1,2,1,0,19960301
1996,03,02,0,1,0,0,0,1,1,1,19960302
1996,03,03,1,1,2,2,2,2,2,1,19960303
1996,03,04,2,3,2,1,2,3,2,1,19960304
1996,03,05,2,2,2,1,1,2,2,2,19960305
1996,03,06,1,0,1,3,2,2,1,2,19960306
1996,03,07,1,1,1,1,1,1,1,1,19960307
1996,03,08,1,3,3,3,2,0,2,1,19960308
1996,03,09,1,3,2,2,2,2,2,1,19960309
1996,03,10,2,2,3,2,2,2,2,4,19960310
1996,03,11,5,6,4,3,3,3,2,3,19960311
1996,03,12,3,4,3,2,3,3,2,3,19960312
1996,03,13,3,3,3,5,4,2,2,2,19960313
1996,03,14,3,2,3,3,2,1,2,2,19960314
1996,03,15,2,3,2,2,2,2,2,2,19960315
1996,03,16,2,3,2,3,2,2,2,2,19960316
1996,03,17,3,4,3,3,3,2,2,2,19960317
1996,03,18,3,3,1,3,2,2,2,2,19960318
1996,03,19,1,3,3,3,3,2,2,3,19960319
1996,03,20,3,3,3,4,3,3,4,3,19960320
1996,03,21,4,3,3,3,4,4,4,4,19960321
1996,03,22,2,3,3,4,3,3,3,3,19960322
1996,03,23,3,3,2,2,3,2,1,2,19960323
1996,03,24,4,2,2,2,3,3,3,4,19960324
1996,03,25,4,3,3,2,3,3,2,2,19960325
1996,03,26,3,4,3,1,2,2,2,2,19960326
1996,03,27,3,3,2,3,2,2,2,2,19960327
1996,03,28,2,3,2,3,3,2,2,2,19960328
1996,03,29,2,2,1,1,2,2,2,3,19960329
1996,03,30,2,2,2,1,2,2,2,2,19960330
1996,03,31,2,2,1,2,1,2,2,1,19960331
1996,04,01,3,3,3,2,2,1,2,2,19960401
1996,04,02,1,1,1,1,1,1,1,2,19960402
1996,04,03,1,0,0,1,2,2,1,2,19960403
1996,04,04,3,2,3,1,4,3,1,2,19960404
1996,04,05,2,0,2,1,1,2,1,2,19960405
1996,04,06,1,1,1,1,1,1,1,1,19960406
1996,04,07,0,0,1,1,2,1,1,1,19960407
1996,04,08,0,1,1,1,2,2,1,3,19960408
1996,04,09,3,3,4,1,2,3,2,2,19960409
1996,04,10,3,2,2,3,1,1,1,1,19960410
1996,04,11,3,3,2,1,2,2,1,3,19960411
1996,04,12,4,5,5,5,4,3,2,3,19960412
1996,04,13,2,3,2,2,2,2,2,3,19960413
1996,04,14,3,5,5,3,4,3,3,6,19960414
1996,04,15,4,3,5,3,2,2,2,3,19960415
1996,04,16,5,3,4,3,2,2,2,3,19960416
1996,04,17,6,5,4,4,3,4,3,4,19960417
1996,04,18,7,5,4,4,3,3,3,3,19960418
1996,04,19,3,3,5,5,4,4,7,7,19960419
1996,04,20,6,4,3,4,4,5,3,2,19960420
1996,04,21,3,2,4,4,3,2,2,3,19960421
1996,04,22,3,4,2,2,2,2,2,2,19960422
1996,04,23,4,5,3,2,2,2,3,3,19960423
1996,04,24,2,2,1,1,2,1,2,2,19960424
1996,04,25,2,2,1,1,2,1,2,2,19960425
1996,04,26,2,2,1,1,2,2,2,2,19960426
1996,04,27,1,1,1,1,2,2,2,3,19960427
1996,04,28,2,2,2,1,1,2,2,2,19960428
1996,04,29,2,2,1,1,1,2,2,2,19960429
1996,04,30,2,2,1,2,2,3,2,1,19960430
1996,05,01,1,3,3,1,1,2,2,2,19960501
1996,05,02,2,1,3,2,3,2,2,2,19960502
1996,05,03,2,1,2,1,2,2,1,1,19960503
1996,05,04,3,3,2,2,2,2,2,2,19960504
1996,05,05,2,3,3,2,2,2,2,1,19960505
1996,05,06,2,2,2,1,2,1,1,3,19960506
1996,05,07,3,1,0,2,2,1,2,2,19960507
1996,05,08,3,2,3,2,2,2,2,1,19960508
1996,05,09,2,3,1,1,2,2,2,2,19960509
1996,05,10,1,3,1,1,1,2,2,2,19960510
1996,05,11,2,2,1,1,2,2,2,1,19960511
1996,05,12,2,1,1,1,2,1,2,2,19960512
1996,05,13,4,3,4,3,2,3,3,3,19960513
1996,05,14,4,3,3,2,2,2,3,3,19960514
1996,05,15,1,1,3,1,3,2,2,2,19960515
1996,05,16,2,3,4,2,2,2,2,2,19960516
1996,05,17,3,3,3,4,2,2,2,2,19960517
1996,05,18,1,2,0,0,1,2,1,1,19960518
1996,05,19,1,0,2,2,1,2,3,2,19960519
1996,05,20,4,1,1,2,3,3,3,3,19960520
1996,05,21,4,3,3,3,2,2,3,*,19960521
1996,05,22,2,1,1,1,2,2,2,3,19960522
1996,05,23,2,2,2,1,1,2,2,2,19960523
1996,05,24,2,2,2,1,2,2,3,2,19960524
1996,05,25,2,4,0,1,2,2,2,3,19960525
1996,05,26,3,2,3,1,2,2,1,1,19960526
1996,05,27,1,0,2,3,3,3,3,2,19960527
1996,05,28,2,2,2,0,1,2,1,1,19960528
1996,05,29,1,1,2,3,3,3,3,3,19960529
1996,05,30,3,1,2,3,2,2,2,2,19960530
1996,05,31,2,2,3,3,1,2,2,3,19960531
1996,06,01,2,2,1,1,1,2,1,1,19960601
1996,06,02,1,1,1,1,1,3,3,2,19960602
1996,06,03,1,1,1,2,1,2,2,2,19960603
1996,06,04,1,2,2,1,1,2,2,2,19960604
1996,06,05,1,2,2,2,1,2,2,3,19960605
1996,06,06,2,4,4,4,2,3,2,1,19960606
1996,06,07,2,2,2,2,1,1,2,1,19960607
1996,06,08,0,1,2,2,2,2,2,2,19960608
1996,06,09,2,1,2,1,1,1,2,1,19960609
1996,06,10,1,3,1,2,2,2,2,1,19960610
1996,06,11,0,1,1,1,1,2,2,2,19960611
1996,06,12,1,2,2,1,1,1,1,1,19960612
1996,06,13,1,2,0,0,0,1,0,1,19960613
1996,06,14,1,1,1,1,2,2,1,2,19960614
1996,06,15,1,1,1,2,1,2,3,2,19960615
1996,06,16,2,2,0,1,2,1,1,1,19960616
1996,06,17,2,3,1,3,2,2,2,2,19960617
1996,06,18,1,1,1,1,1,1,1,3,19960618
1996,06,19,4,4,3,2,2,2,2,2,19960619
1996,06,20,3,2,1,2,2,1,2,1,19960620
1996,06,21,1,0,2,2,2,2,2,2,19960621
1996,06,22,2,0,0,0,2,2,2,2,19960622
1996,06,23,1,1,0,1,2,2,1,1,19960623
1996,06,24,3,2,2,1,2,2,3,2,19960624
1996,06,25,1,0,0,1,1,1,2,3,19960625
1996,06,26,2,1,1,1,1,2,1,2,19960626
1996,06,27,1,2,2,3,1,2,2,2,19960627
1996,06,28,2,2,3,1,1,1,2,2,19960628
1996,06,29,3,2,1,1,2,3,3,3,19960629
1996,06,30,2,3,3,1,1,2,2,2,19960630
1996,07,01,1,1,0,0,2,2,3,3,19960701
1996,07,02,3,2,1,1,1,2,2,3,19960702
1996,07,03,3,4,3,3,2,2,2,2,19960703
1996,07,04,3,4,4,2,2,2,2,2,19960704
1996,07,05,3,4,3,4,2,2,2,2,19960705
1996,07,06,0,2,1,2,2,2,2,2,19960706
1996,07,07,1,3,4,1,2,3,2,1,19960707
1996,07,08,2,2,4,2,3,3,2,3,19960708
1996,07,09,2,2,1,1,1,1,1,1,19960709
1996,07,10,0,1,2,1,1,2,2,1,19960710
1996,07,11,1,1,1,1,2,2,3,1,19960711
1996,07,12,2,3,3,2,2,3,2,2,19960712
1996,07,13,3,1,1,2,2,2,2,2,19960713
1996,07,14,2,2,2,1,1,1,2,3,19960714
1996,07,15,2,1,1,2,3,3,3,2,19960715
1996,07,16,1,2,1,2,3,2,2,1,19960716
1996,07,17,4,3,2,2,3,2,2,2,19960717
1996,07,18,3,3,2,1,1,2,2,2,19960718
1996,07,19,2,2,1,1,1,1,1,2,19960719
1996,07,20,3,3,3,3,3,2,2,1,19960720
1996,07,21,2,2,1,2,2,3,2,2,19960721
1996,07,22,2,3,2,1,1,1,2,2,19960722
1996,07,23,2,3,1,2,1,2,1,1,19960723
1996,07,24,1,1,1,2,1,2,1,2,19960724
1996,07,25,2,2,1,2,1,2,3,2,19960725
1996,07,26,2,2,2,1,1,2,2,2,19960726
1996,07,27,1,2,1,2,1,2,1,1,19960727
1996,07,28,2,1,1,1,2,4,4,2,19960728
1996,07,29,2,3,3,1,2,2,2,1,19960729
1996,07,30,2,2,3,1,2,2,3,3,19960730
1996,07,31,3,2,2,4,4,3,3,3,19960731
1996,08,01,2,3,3,2,3,3,2,3,19960801
1996,08,02,3,1,3,4,3,2,1,2,19960802
1996,08,03,2,3,2,3,2,1,2,2,19960803
1996,08,04,1,1,3,3,1,2,2,1,19960804
1996,08,05,2,3,2,1,2,2,2,2,19960805
1996,08,06,1,3,1,1,3,3,3,2,19960806
1996,08,07,1,2,2,1,1,2,2,1,19960807
1996,08,08,2,2,1,1,1,2,2,2,19960808
1996,08,09,2,0,0,1,2,2,2,3,19960809
1996,08,10,2,2,1,0,1,1,1,1,19960810
1996,08,11,2,1,2,0,1,2,2,2,19960811
1996,08,12,1,2,2,2,2,2,1,2,19960812
1996,08,13,2,2,1,2,2,2,1,2,19960813
1996,08,14,2,2,2,3,4,3,3,3,19960814
1996,08,15,2,2,2,3,2,2,2,2,19960815
1996,08,16,2,1,3,2,2,3,3,2,19960816
1996,08,17,4,3,3,3,3,2,2,2,19960817
1996,08,18,1,1,0,3,2,2,1,1,19960818
1996,08,19,2,1,1,2,1,1,1,2,19960819
1996,08,20,2,3,3,2,2,2,2,2,19960820
1996,08,21,0,2,1,2,2,2,2,2,19960821
1996,08,22,1,1,1,1,1,2,2,2,19960822
1996,08,23,2,4,5,4,3,1,2,2,19960823
1996,08,24,2,2,3,2,1,2,2,3,19960824
1996,08,25,4,3,4,4,3,3,2,2,19960825
1996,08,26,3,4,4,3,1,1,3,2,19960826
1996,08,27,3,3,4,3,2,3,3,3,19960827
1996,08,28,3,3,3,3,3,3,4,3,19960828
1996,08,29,4,6,6,5,4,3,3,4,19960829
1996,08,30,5,3,4,1,1,2,2,3,19960830
1996,08,31,3,3,4,4,3,2,2,2,19960831
1996,09,01,2,1,1,3,1,1,1,1,19960901
1996,09,02,1,2,2,2,2,2,1,1,19960902
1996,09,03,1,2,1,2,1,1,1,2,19960903
1996,09,04,1,1,1,2,2,4,2,4,19960904
1996,09,05,2,2,2,1,1,2,2,2,19960905
1996,09,06,2,1,1,2,1,2,1,3,19960906
1996,09,07,3,3,4,3,1,2,2,2,19960907
1996,09,08,2,3,0,2,1,2,3,3,19960908
1996,09,09,1,2,0,3,2,1,2,4,19960909
1996,09,10,5,5,5,5,4,3,3,2,19960910
1996,09,11,3,4,4,4,3,3,3,3,19960911
1996,09,12,4,4,4,3,3,3,2,3,19960912
1996,09,13,4,3,2,3,3,2,3,3,19960913
1996,09,14,3,3,3,3,2,2,2,2,19960914
1996,09,15,2,2,3,3,4,2,4,4,19960915
1996,09,16,3,4,5,3,3,4,2,2,19960916
1996,09,17,3,2,0,2,1,2,1,2,19960917
1996,09,18,4,1,3,5,5,3,3,3,19960918
1996,09,19,1,0,2,3,3,4,3,2,19960919
1996,09,20,4,4,5,5,4,3,2,4,19960920
1996,09,21,5,5,4,4,3,4,3,3,19960921
1996,09,22,4,3,5,3,4,4,2,2,19960922
1996,09,23,3,5,4,5,4,4,2,3,19960923
1996,09,24,3,2,2,3,2,2,2,2,19960924
1996,09,25,1,3,3,4,3,2,1,2,19960925
1996,09,26,3,4,4,3,3,3,5,4,19960926
1996,09,27,4,4,4,4,3,2,1,2,19960927
1996,09,28,1,5,5,2,3,3,2,1,19960928
1996,09,29,2,3,3,2,1,2,2,1,19960929
1996,09,30,0,2,1,1,2,2,2,1,19960930
1996,10,01,2,1,0,0,1,2,2,2,19961001
1996,10,02,1,2,3,2,3,3,2,3,19961002
1996,10,03,2,3,4,2,2,3,3,3,19961003
1996,10,04,2,1,1,1,2,2,2,1,19961004
1996,10,05,1,1,1,1,1,0,1,1,19961005
1996,10,06,1,0,1,0,1,2,1,0,19961006
1996,10,07,0,0,0,1,1,2,2,1,19961007
1996,10,08,1,1,2,2,1,2,3,2,19961008
1996,10,09,2,5,5,3,2,2,3,3,19961009
1996,10,10,2,4,1,1,2,2,2,1,19961010
1996,10,11,1,2,1,1,3,3,3,1,19961011
1996,10,12,2,4,2,3,4,3,2,3,19961012
1996,10,13,3,5,4,5,2,2,2,3,19961013
1996,10,14,4,3,2,4,2,2,1,1,19961014
1996,10,15,2,2,2,2,1,1,1,1,19961015
1996,10,16,1,1,3,2,3,2,1,0,19961016
1996,10,17,3,1,0,1,2,2,2,3,19961017
1996,10,18,5,5,4,3,3,2,2,3,19961018
1996,10,19,5,4,4,4,5,5,3,4,19961019
1996,10,20,4,5,4,2,2,2,1,2,19961020
1996,10,21,2,2,3,3,2,2,1,1,19961021
1996,10,22,3,4,4,5,4,3,3,5,19961022
1996,10,23,7,6,4,5,2,2,2,2,19961023
1996,10,24,3,3,3,3,2,3,2,1,19961024
1996,10,25,1,2,4,3,2,2,1,1,19961025
1996,10,26,3,1,2,1,1,1,1,1,19961026
1996,10,27,0,1,1,2,1,1,2,2,19961027
1996,10,28,3,2,3,3,2,2,3,3,19961028
